timestamp,event_type,node_id,node_type,communication_type,packet_size,inter_arrival_time,battery_level,energy_consumption,source_address,target_address,is_attacker,is_charging,sequence_number,packet_name,pos_x,pos_y,speed,tx_duration_est,cumulative_packets_sent,cumulative_packets_received,soc
6.374407,SENT,0,ev,BSM,247,6.374407,160.000000,0.000000,ev[0],broadcast,1,0,0,BSM-0,29.976023,426.600000,2.657275,0.000329,1,0,0.800000
7.249819,SENT,0,ev,BSM,303,0.875413,159.687891,0.312109,ev[0],broadcast,1,0,1,BSM-1,33.201470,426.600000,4.240505,0.000404,2,0,0.798439
7.966535,SENT,0,ev,BSM,270,0.716715,159.687891,0.312109,ev[0],broadcast,1,0,2,BSM-2,36.725759,426.600000,5.657249,0.000360,3,0,0.798439
8.937465,SENT,0,ev,BSM,239,0.970930,159.194239,0.805761,ev[0],broadcast,1,0,3,BSM-3,43.492455,426.600000,7.725495,0.000319,4,0,0.795971
9.591901,SENT,0,ev,BSM,277,0.654436,158.496195,1.503805,ev[0],broadcast,1,0,4,BSM-4,48.506967,426.600000,8.792092,0.000369,5,0,0.792481
9.861604,SENT,0,ev,BSM,397,0.269703,158.496195,1.503805,ev[0],broadcast,1,0,5,BSM-5,51.243095,426.600000,9.306474,0.000529,6,0,0.792481
10.757614,SENT,0,ev,BSM,377,0.896010,157.609585,2.390415,ev[0],broadcast,1,0,6,BSM-6,60.449281,426.600000,11.090081,0.000503,7,0,0.788048
11.373996,SENT,0,ev,BSM,232,0.616382,156.538232,3.461768,ev[0],broadcast,1,0,7,BSM-7,67.416163,426.600000,11.977144,0.000309,8,0,0.782691
11.499745,RECEIVED,0,ev,BSM,351,11.499745,156.538232,3.461768,10.0.0.218,ev[0],1,0,0,BSM-0,68.627902,426.600000,12.117395,0.000468,8,1,0.782691
11.848775,RECEIVED,0,ev,BSM,234,0.349030,156.538232,3.461768,10.0.0.218,ev[0],1,0,1,BSM-1,73.664853,426.600000,12.894926,0.000312,8,2,0.782691
